
Host: skystd28.palmetto.clemson.edu

Timers On : Thu Nov 25 23:43:27 2021
Timers Off: Fri Nov 26 01:11:34 2021

Wall Time:     5286.59 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| | | JK: K2                        :    360.683u      0.000s    217.281w   1494 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w    144 calls
DFMP2 grad                          :   1160.617u     14.800s    707.869w      9 calls
| Grad: V T Perturb                 :     63.300u      0.000s     38.087w      9 calls
| Grad: S                           :      0.417u      0.000s      0.239w      9 calls
| Grad: JK                          :   1094.233u     14.767s    667.902w      9 calls
| | CorrGrad: Amn                   :    239.300u      4.150s    146.520w      9 calls
| | | Libint2ERI::Libint2ERI        :      3.833u      0.133s      2.371w      9 calls
| | CorrGrad: AB                    :     39.400u      3.667s     25.938w      9 calls
| | | Libint2ERI::Libint2ERI        :      0.017u      0.000s      0.002w      9 calls
| | CorrGrad: UV                    :     26.400u      4.500s     18.633w      9 calls
| | CorrGrad: ABx                   :      2.550u      0.083s      1.591w      9 calls
| | | Libint2ERI::Libint2ERI        :      0.000u      0.000s      0.002w      9 calls
| | CorrGrad: Amnx                  :    786.583u      2.117s    475.040w      9 calls
| | | Libint2ERI::Libint2ERI        :      4.000u      0.017s      2.421w      9 calls

**************************************************************************************
