
Host: skystd35.palmetto.clemson.edu

Timers On : Sat Dec 11 17:47:48 2021
Timers Off: Sat Dec 11 19:12:29 2021

Wall Time:     5080.39 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFMP2 AB^x                          :      1.900u      0.083s      1.189w      7 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.002w      7 calls
DFMP2 Amn^x                         :    654.817u      2.000s    395.708w      7 calls
| Libint2ERI::Libint2ERI            :      3.550u      0.000s      2.147w      7 calls
DFMP2 L                             :    325.433u      2.133s    197.362w      7 calls
| Libint2ERI::Libint2ERI            :      3.367u      0.067s      2.086w      7 calls
DFMP2 P                             :      0.000u      0.017s      0.041w      7 calls
DFMP2 W                             :      0.117u      0.033s      0.098w      7 calls
DFMP2 Z                             :   3108.567u    130.117s   1957.880w      7 calls
| DFH: sparsity prep                :      7.317u      0.183s      4.522w      7 calls
| | Libint2ERI::Libint2ERI          :      3.800u      0.183s      2.413w      7 calls
| Libint2ERI::Libint2ERI            :      7.217u      0.183s      4.439w     14 calls
| JK: (A|Q)^-1                      :     13.533u      9.583s      8.857w      7 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.002w      7 calls
| JK: (A|mn)                        :    159.600u      0.017s     96.180w     42 calls
| JK: (Q|mn)                        :    130.817u      0.000s     78.878w     42 calls
| JK: (Q|mn) Write                  :      0.233u      8.200s      5.080w     42 calls
| JK: D                             :      0.400u      0.000s      0.256w    112 calls
| JK: USO2AO                        :      0.233u      0.033s      0.145w    112 calls
| JK: JK                            :   2780.100u    109.467s   1742.265w    112 calls
| | JK: (Q|mn) Read                 :      1.850u     95.650s     58.664w    973 calls
| | JK: J                           :     77.900u      0.150s     47.022w    973 calls
| | | JK: J1                        :     36.817u      0.017s     22.204w   1162 calls
| | | JK: J2                        :     37.450u      0.017s     22.580w   1162 calls
| | JK: K                           :   2696.667u      0.550s   1626.305w    973 calls
| | | JK: K1                        :   2370.633u      0.383s   1429.532w   1946 calls
| | | JK: K2                        :    325.267u      0.133s    196.255w   1162 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w    112 calls
DFMP2 grad                          :   1069.450u     14.317s    653.089w      7 calls
| Grad: V T Perturb                 :     56.483u      0.017s     33.985w      7 calls
| Grad: S                           :      0.350u      0.000s      0.214w      7 calls
| Grad: JK                          :   1010.250u     14.283s    617.413w      7 calls
| | CorrGrad: Amn                   :    219.667u      4.017s    134.790w      7 calls
| | | Libint2ERI::Libint2ERI        :      3.733u      0.083s      2.284w      7 calls
| | CorrGrad: AB                    :     35.283u      3.583s     23.437w      7 calls
| | | Libint2ERI::Libint2ERI        :      0.017u      0.000s      0.002w      7 calls
| | CorrGrad: UV                    :     23.917u      4.367s     17.047w      7 calls
| | CorrGrad: ABx                   :      2.350u      0.017s      1.456w      7 calls
| | | Libint2ERI::Libint2ERI        :      0.000u      0.000s      0.002w      7 calls
| | CorrGrad: Amnx                  :    729.017u      2.000s    440.488w      7 calls
| | | Libint2ERI::Libint2ERI        :      3.817u      0.033s      2.308w      7 calls

**************************************************************************************
