
Host: skylm003.palmetto.clemson.edu

Timers On : Wed Feb  9 03:53:40 2022
Timers Off: Fri Feb 11 02:12:57 2022

Wall Time:   166757.10 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| | E->Wmbej                        :    917.717u    677.383s   1373.258w    107 calls
| | X->Wmbej                        :  24767.967u    262.967s  15258.485w    107 calls
| Z                                 :   8034.400u    376.533s   5389.705w    107 calls
| T2 Build                          :  32199.767u   6974.617s  29636.622w    107 calls
| | BT2                             :   8889.117u   1449.050s   7829.213w    107 calls
| | | ABCD:new                      :   8889.117u   1449.050s   7829.212w    107 calls
| | | | ABCD:S                      :   4107.717u    363.583s   3008.555w    107 calls
| | | | ABCD:A                      :   4115.883u    365.633s   3013.436w    107 calls
| | | | ABCD:axpy                   :    471.283u    425.633s   1221.521w    107 calls
| | FT2                             :    338.400u    492.317s   1021.571w    107 calls
| | WmbejT2                         :  16357.317u   1606.633s  12234.942w    107 calls
| | CT2                             :   2269.433u   2186.483s   4285.369w    107 calls
cchbar                              :  22596.583u   1338.183s  16386.683w      7 calls
cclambda                            :  48326.283u   7481.117s  41210.641w      7 calls
| ABCD:new                          :   8142.033u   1319.583s   7261.591w     98 calls
| | ABCD:S                          :   3767.533u    334.967s   2758.499w     98 calls
| | ABCD:A                          :   3772.483u    334.483s   2764.205w     98 calls
| | ABCD:axpy                       :    421.417u    376.217s   1121.918w     98 calls
ccdensity                           :  18792.800u   7293.867s  26632.479w      7 calls

**************************************************************************************
